listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category,distance_km,fuel_used_liters,actual_weight_received,emissions_avoided_kg,estimated_distance,transport_emissions,recycling_savings,processing_efficiency,net_climate_impact,climate_impact_level,predicted_climate_impact
231,116,Nigeria,Lagos,Liquid,Industrial Effluent,268.8,Low,,9,Matched,58.1,Closed,3.27,2025-10-01 18:48:14,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-26.65,Low,Low
231,116,Nigeria,Lagos,Liquid,Industrial Effluent,268.8,Low,,9,Matched,58.1,Closed,3.27,2025-10-01 18:48:14,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-40.28,Low,Low
232,116,Nigeria,Lagos,Liquid,Used Cooking Oil,217.14,Medium,,52,Unmatched,32.96,Open,7.11,2025-12-08 00:12:48,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,,,,,,,,,-26.65,Low,Low
232,116,Nigeria,Lagos,Liquid,Used Cooking Oil,217.14,Medium,,52,Unmatched,32.96,Open,7.11,2025-12-08 00:12:48,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,,,,,,,,,-40.28,Low,Low
233,117,Kenya,Nairobi,Organic,Agricultural Residue,353.83,Low,,26,Unmatched,297.9,In Progress,6.23,2026-01-28 15:55:27,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-21.91,Low,Low
233,117,Kenya,Nairobi,Organic,Agricultural Residue,353.83,Low,,26,Unmatched,297.9,In Progress,6.23,2026-01-28 15:55:27,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-26.36,Low,Low
234,117,Kenya,Nairobi,Organic,Food Scraps,424.3,Medium,,7,Unmatched,175.58,In Progress,5.99,2026-02-11 16:25:35,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-21.91,Low,Low
234,117,Kenya,Nairobi,Organic,Food Scraps,424.3,Medium,,7,Unmatched,175.58,In Progress,5.99,2026-02-11 16:25:35,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,-26.36,Low,Low
235,118,Nigeria,Abuja,Liquid,Used Cooking Oil,142.46,Low,,42,Unmatched,12.93,In Progress,9.93,2026-02-15 18:19:18,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,,,,,,,,,-10.1,Low,Low
235,118,Nigeria,Abuja,Liquid,Used Cooking Oil,142.46,Low,,42,Unmatched,12.93,In Progress,9.93,2026-02-15 18:19:18,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,,,,,,,,,-31.02,Low,Low
236,118,Nigeria,Abuja,Organic,Agricultural Residue,348.6,High,,44,Unmatched,296.51,Open,5.43,2025-10-08 05:08:29,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-10.1,Low,Low
236,118,Nigeria,Abuja,Organic,Agricultural Residue,348.6,High,,44,Unmatched,296.51,Open,5.43,2025-10-08 05:08:29,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-31.02,Low,Low
237,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,373.99,High,,32,Matched,376.58,Open,7.29,2025-10-01 14:45:03,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-22.6,Low,Medium
237,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,373.99,High,,32,Matched,376.58,Open,7.29,2025-10-01 14:45:03,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,16.92,Medium,Medium
238,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,272.41,High,,25,Matched,155.61,Closed,7.08,2025-09-20 04:07:21,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,49.52,6.83,1.89,70.94,49.52,18.3044,70.94,0.006938071289600234,-22.6,Low,Medium
238,119,Nigeria,Port Harcourt,Solid,Textiles/Used Clothing,272.41,High,,25,Matched,155.61,Closed,7.08,2025-09-20 04:07:21,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,49.52,6.83,1.89,70.94,49.52,18.3044,70.94,0.006938071289600234,16.92,Medium,Medium
239,120,Kenya,Kisumu,Organic,Livestock Manure,402.36,Low,,21,Unmatched,103.27,In Progress,6.05,2026-02-13 22:48:22,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,7.93,Low,Low
239,120,Kenya,Kisumu,Organic,Livestock Manure,402.36,Low,,21,Unmatched,103.27,In Progress,6.05,2026-02-13 22:48:22,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,7.84,Low,Low
240,120,Kenya,Kisumu,Solid,LDPE 'Sachet' Water Bags,249.34,Low,,24,Unmatched,129.02,Open,7.34,2025-12-19 13:16:10,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,,,,,,,,,7.93,Low,Low
240,120,Kenya,Kisumu,Solid,LDPE 'Sachet' Water Bags,249.34,Low,,24,Unmatched,129.02,Open,7.34,2025-12-19 13:16:10,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,,,,,,,,,7.84,Low,Low
241,121,Nigeria,Lagos,Organic,Market Waste,381.94,Low,,10,Unmatched,186.05,Closed,5.96,2026-02-10 13:54:38,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-7.21,Low,Low
241,121,Nigeria,Lagos,Organic,Market Waste,381.94,Low,,10,Unmatched,186.05,Closed,5.96,2026-02-10 13:54:38,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,1.93,Low,Low
242,121,Nigeria,Lagos,Liquid,Septage/Sewage,47.49,High,,4,Unmatched,15.91,In Progress,10.09,2025-12-09 06:14:14,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-7.21,Low,Low
242,121,Nigeria,Lagos,Liquid,Septage/Sewage,47.49,High,,4,Unmatched,15.91,In Progress,10.09,2025-12-09 06:14:14,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,1.93,Low,Low
243,122,Kenya,Nakuru,Others,Miscellaneous,399.63,Low,,34,Unmatched,185.74,Open,6.71,2025-09-24 18:37:17,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,-23.43,Low,High
243,122,Kenya,Nakuru,Others,Miscellaneous,399.63,Low,,34,Unmatched,185.74,Open,6.71,2025-09-24 18:37:17,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,212.94,High,High
244,122,Kenya,Nakuru,Solid,Scrap Metal,282.93,Medium,,23,Matched,75.78,Closed,7.2,2025-10-24 15:32:25,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,37.94,5.71,36.19,283.15,37.94,15.302800000000001,283.15,0.127911497543562,-23.43,Low,High
244,122,Kenya,Nakuru,Solid,Scrap Metal,282.93,Medium,,23,Matched,75.78,Closed,7.2,2025-10-24 15:32:25,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,37.94,5.71,36.19,283.15,37.94,15.302800000000001,283.15,0.127911497543562,212.94,High,High
245,123,Kenya,Nairobi,Organic,Food Scraps,170.5,Medium,,59,Matched,104.22,Open,6.58,2025-10-07 10:56:37,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,-3.24,Low,Medium
245,123,Kenya,Nairobi,Organic,Food Scraps,170.5,Medium,,59,Matched,104.22,Open,6.58,2025-10-07 10:56:37,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,14.1,Medium,Medium
246,123,Kenya,Nairobi,Organic,Livestock Manure,270.01,Low,,26,Matched,126.02,In Progress,5.89,2025-09-22 21:18:12,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-3.24,Low,Medium
246,123,Kenya,Nairobi,Organic,Livestock Manure,270.01,Low,,26,Matched,126.02,In Progress,5.89,2025-09-22 21:18:12,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,14.1,Medium,Medium
247,124,Kenya,Nakuru,Liquid,Greywater,307.11,Low,,7,Matched,32.13,In Progress,8.35,2026-02-17 12:23:00,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,-3.44,Low,Low
247,124,Kenya,Nakuru,Liquid,Greywater,307.11,Low,,7,Matched,32.13,In Progress,8.35,2026-02-17 12:23:00,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated,,,,,,,,,-39.22,Low,Low
248,124,Kenya,Nakuru,Solid,Scrap Metal,432.3,High,,54,Unmatched,420.92,Closed,6.54,2026-01-22 15:19:01,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-3.44,Low,Low
248,124,Kenya,Nakuru,Solid,Scrap Metal,432.3,High,,54,Unmatched,420.92,Closed,6.54,2026-01-22 15:19:01,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-39.22,Low,Low
249,125,Nigeria,Lagos,Organic,Livestock Manure,249.1,High,,48,Matched,136.4,Open,6.29,2025-12-25 05:27:53,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-33.02,Low,Low
249,125,Nigeria,Lagos,Organic,Livestock Manure,249.1,High,,48,Matched,136.4,Open,6.29,2025-12-25 05:27:53,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-36.59,Low,Low
250,125,Nigeria,Lagos,Organic,Agricultural Residue,401.54,Low,,30,Unmatched,349.83,Open,5.18,2026-01-09 16:52:46,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-33.02,Low,Low
250,125,Nigeria,Lagos,Organic,Agricultural Residue,401.54,Low,,30,Unmatched,349.83,Open,5.18,2026-01-09 16:52:46,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-36.59,Low,Low
251,126,Nigeria,Lagos,Solid,Textiles/Used Clothing,440.32,Low,,12,Unmatched,216.38,Open,6.65,2025-09-28 00:40:27,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,,,,,,,,,-15.63,Low,Low
251,126,Nigeria,Lagos,Solid,Textiles/Used Clothing,440.32,Low,,12,Unmatched,216.38,Open,6.65,2025-09-28 00:40:27,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,,,,,,,,,-5.97,Low,Low
252,126,Nigeria,Lagos,Organic,Food Scraps,254.2,High,,55,Unmatched,198.26,Closed,5.69,2025-12-16 14:33:37,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-15.63,Low,Low
252,126,Nigeria,Lagos,Organic,Food Scraps,254.2,High,,55,Unmatched,198.26,Closed,5.69,2025-12-16 14:33:37,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-5.97,Low,Low
253,127,Nigeria,Abuja,Others,Miscellaneous,447.04,Low,,17,Matched,127.05,Closed,6.62,2025-10-09 14:41:45,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,-78.1,Low,Low
253,127,Nigeria,Abuja,Others,Miscellaneous,447.04,Low,,17,Matched,127.05,Closed,6.62,2025-10-09 14:41:45,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,-39.72,Low,Low
254,127,Nigeria,Abuja,Organic,Livestock Manure,397.67,High,,21,Unmatched,125.59,In Progress,5.99,2026-03-11 22:31:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-78.1,Low,Low
254,127,Nigeria,Abuja,Organic,Livestock Manure,397.67,High,,21,Unmatched,125.59,In Progress,5.99,2026-03-11 22:31:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-39.72,Low,Low
255,128,Nigeria,Ibadan,Organic,Food Scraps,250.14,Low,,10,Matched,206.38,Closed,5.51,2025-11-04 15:36:06,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,-13.22,Low,Low
255,128,Nigeria,Ibadan,Organic,Food Scraps,250.14,Low,,10,Matched,206.38,Closed,5.51,2025-11-04 15:36:06,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,-5.02,Low,Low
256,128,Nigeria,Ibadan,Solid,LDPE 'Sachet' Water Bags,100.72,Low,,42,Unmatched,51.46,In Progress,6.94,2025-09-24 22:11:05,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,,,,,,,,,-13.22,Low,Low
256,128,Nigeria,Ibadan,Solid,LDPE 'Sachet' Water Bags,100.72,Low,,42,Unmatched,51.46,In Progress,6.94,2025-09-24 22:11:05,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,,,,,,,,,-5.02,Low,Low
257,129,Kenya,Eldoret,Organic,Agricultural Residue,357.37,Medium,,22,Matched,315.85,Open,5.57,2025-09-29 09:12:48,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-28.5,Low,Low
257,129,Kenya,Eldoret,Organic,Agricultural Residue,357.37,Medium,,22,Matched,315.85,Open,5.57,2025-09-29 09:12:48,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-44.0,Low,Low
258,129,Kenya,Eldoret,Solid,PET Bottles,424.99,High,,24,Unmatched,473.23,Open,6.83,2025-11-14 02:14:58,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-28.5,Low,Low
258,129,Kenya,Eldoret,Solid,PET Bottles,424.99,High,,24,Unmatched,473.23,Open,6.83,2025-11-14 02:14:58,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-44.0,Low,Low
259,130,Kenya,Eldoret,Solid,Textiles/Used Clothing,372.2,Medium,,39,Matched,391.08,Closed,7.05,2026-01-24 03:39:23,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,29.31,12.65,,77.77,29.31,33.902,77.77,,23.39,Medium,Low
259,130,Kenya,Eldoret,Solid,Textiles/Used Clothing,372.2,Medium,,39,Matched,391.08,Closed,7.05,2026-01-24 03:39:23,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,29.31,12.65,,77.77,29.31,33.902,77.77,,-29.81,Low,Low
260,130,Kenya,Eldoret,Organic,Market Waste,338.99,Low,,10,Matched,203.79,In Progress,5.36,2025-09-18 12:21:04,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,23.39,Medium,Medium
260,130,Kenya,Eldoret,Organic,Market Waste,338.99,Low,,10,Matched,203.79,In Progress,5.36,2025-09-18 12:21:04,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-29.81,Low,Medium
261,131,Nigeria,Kano,Solid,Textiles/Used Clothing,317.15,High,,6,Matched,119.77,Open,6.92,2026-02-10 00:56:14,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-19.97,Low,Low
261,131,Nigeria,Kano,Solid,Textiles/Used Clothing,317.15,High,,6,Matched,119.77,Open,6.92,2026-02-10 00:56:14,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,4.88,Low,Low
262,131,Nigeria,Kano,Organic,Agricultural Residue,59.97,Low,,7,Matched,39.1,Open,6.78,2025-10-05 06:13:03,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,57.43,1.38,,14.1,57.43,3.6984,14.1,,-19.97,Low,Low
262,131,Nigeria,Kano,Organic,Agricultural Residue,59.97,Low,,7,Matched,39.1,Open,6.78,2025-10-05 06:13:03,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,57.43,1.38,,14.1,57.43,3.6984,14.1,,4.88,Low,Low
263,132,Nigeria,Abuja,Organic,Food Scraps,101.98,High,,26,Unmatched,31.43,Open,6.89,2026-02-15 10:35:26,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-11.09,Low,Low
263,132,Nigeria,Abuja,Organic,Food Scraps,101.98,High,,26,Unmatched,31.43,Open,6.89,2026-02-15 10:35:26,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-67.88,Low,Low
264,132,Nigeria,Abuja,Others,Miscellaneous,417.82,High,,14,Matched,188.33,Closed,7.31,2025-10-10 13:23:53,4,16,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-11.09,Low,Low
264,132,Nigeria,Abuja,Others,Miscellaneous,417.82,High,,14,Matched,188.33,Closed,7.31,2025-10-10 13:23:53,4,16,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-67.88,Low,Low
265,133,Kenya,Kisumu,Liquid,Industrial Effluent,71.79,Low,,34,Unmatched,18.56,Open,4.28,2026-03-14 04:26:46,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,7.59,Low,Low
265,133,Kenya,Kisumu,Liquid,Industrial Effluent,71.79,Low,,34,Unmatched,18.56,Open,4.28,2026-03-14 04:26:46,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,7.3,Low,Low
266,133,Kenya,Kisumu,Liquid,Septage/Sewage,431.45,High,,54,Matched,76.54,Closed,6.75,2026-01-11 09:01:55,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,7.59,Low,Low
266,133,Kenya,Kisumu,Liquid,Septage/Sewage,431.45,High,,54,Matched,76.54,Closed,6.75,2026-01-11 09:01:55,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,7.3,Low,Low
267,134,Kenya,Nairobi,Organic,Agricultural Residue,15.85,Medium,,14,Unmatched,12.87,Closed,6.05,2025-10-26 09:43:02,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-1.63,Low,Low
267,134,Kenya,Nairobi,Organic,Agricultural Residue,15.85,Medium,,14,Unmatched,12.87,Closed,6.05,2025-10-26 09:43:02,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-9.08,Low,Low
268,134,Kenya,Nairobi,Solid,PET Bottles,70.71,Low,,36,Matched,75.36,In Progress,7.45,2026-01-08 14:54:25,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,-1.63,Low,Low
268,134,Kenya,Nairobi,Solid,PET Bottles,70.71,Low,,36,Matched,75.36,In Progress,7.45,2026-01-08 14:54:25,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,-9.08,Low,Low
269,135,Kenya,Nairobi,Organic,Agricultural Residue,328.26,High,,24,Matched,108.52,Closed,6.03,2026-03-10 12:15:27,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-55.74,Low,Low
269,135,Kenya,Nairobi,Organic,Agricultural Residue,328.26,High,,24,Matched,108.52,Closed,6.03,2026-03-10 12:15:27,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-2.74,Low,Low
270,135,Kenya,Nairobi,Solid,Textiles/Used Clothing,46.51,High,,35,Matched,24.18,In Progress,6.95,2025-10-25 08:39:35,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-55.74,Low,Low
270,135,Kenya,Nairobi,Solid,Textiles/Used Clothing,46.51,High,,35,Matched,24.18,In Progress,6.95,2025-10-25 08:39:35,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-2.74,Low,Low
271,136,Nigeria,Abuja,Solid,PET Bottles,106.7,High,,35,Matched,121.41,In Progress,7.14,2025-10-22 09:37:26,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,8.97,Low,Low
271,136,Nigeria,Abuja,Solid,PET Bottles,106.7,High,,35,Matched,121.41,In Progress,7.14,2025-10-22 09:37:26,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-78.47,Low,Low
272,136,Nigeria,Abuja,Organic,Market Waste,398.56,High,,11,Unmatched,236.71,In Progress,5.89,2026-01-24 17:42:13,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,8.97,Low,Low
272,136,Nigeria,Abuja,Organic,Market Waste,398.56,High,,11,Unmatched,236.71,In Progress,5.89,2026-01-24 17:42:13,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-78.47,Low,Low
273,137,Kenya,Kisumu,Liquid,Used Cooking Oil,163.45,Medium,,59,Unmatched,13.89,Open,2.31,2025-11-23 18:44:38,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-14.12,Low,Low
273,137,Kenya,Kisumu,Liquid,Used Cooking Oil,163.45,Medium,,59,Unmatched,13.89,Open,2.31,2025-11-23 18:44:38,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-16.53,Low,Low
274,137,Kenya,Kisumu,Organic,Food Scraps,472.23,Low,,43,Matched,272.61,In Progress,6.04,2025-09-22 04:50:08,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-14.12,Low,Low
274,137,Kenya,Kisumu,Organic,Food Scraps,472.23,Low,,43,Matched,272.61,In Progress,6.04,2025-09-22 04:50:08,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,,,,,,,,,-16.53,Low,Low
275,138,Nigeria,Ibadan,Liquid,Greywater,23.44,Low,,34,Unmatched,6.77,Closed,7.55,2025-10-04 03:32:26,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,-0.4,Low,Low
275,138,Nigeria,Ibadan,Liquid,Greywater,23.44,Low,,34,Unmatched,6.77,Closed,7.55,2025-10-04 03:32:26,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,8.0,Low,Low
276,138,Nigeria,Ibadan,Organic,Food Scraps,465.94,High,,36,Matched,248.98,In Progress,6.46,2025-10-14 18:49:22,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,74.62,8.75,19.93,134.3,74.62,23.450000000000003,134.3,0.042773747692835984,-0.4,Low,Low
276,138,Nigeria,Ibadan,Organic,Food Scraps,465.94,High,,36,Matched,248.98,In Progress,6.46,2025-10-14 18:49:22,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,74.62,8.75,19.93,134.3,74.62,23.450000000000003,134.3,0.042773747692835984,8.0,Low,Low
277,139,Kenya,Nairobi,Others,Miscellaneous,262.57,Low,,28,Unmatched,33.62,In Progress,7.24,2026-02-27 18:28:43,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,,,,,,,,,9.22,Low,Low
277,139,Kenya,Nairobi,Others,Miscellaneous,262.57,Low,,28,Unmatched,33.62,In Progress,7.24,2026-02-27 18:28:43,4,16,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,,,,,,,,,-14.77,Low,Low
278,139,Kenya,Nairobi,Organic,Agricultural Residue,443.28,Low,,50,Matched,317.09,Open,6.61,2026-02-08 10:00:47,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,9.22,Low,Low
278,139,Kenya,Nairobi,Organic,Agricultural Residue,443.28,Low,,50,Matched,317.09,Open,6.61,2026-02-08 10:00:47,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-14.77,Low,Low
279,140,Kenya,Nairobi,Organic,Market Waste,213.89,Low,,26,Matched,175.59,Closed,6.78,2025-11-09 09:08:33,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,22.45,11.39,11.3,213.17,22.45,30.5252,213.17,0.05283089438496424,157.42,High,High
279,140,Kenya,Nairobi,Organic,Market Waste,213.89,Low,,26,Matched,175.59,Closed,6.78,2025-11-09 09:08:33,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,22.45,11.39,11.3,213.17,22.45,30.5252,213.17,0.05283089438496424,-17.57,Low,High
280,140,Kenya,Nairobi,Liquid,Greywater,124.13,Low,,7,Unmatched,27.04,Closed,3.0,2026-01-07 02:18:55,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,157.42,High,High
280,140,Kenya,Nairobi,Liquid,Greywater,124.13,Low,,7,Unmatched,27.04,Closed,3.0,2026-01-07 02:18:55,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-17.57,Low,High
